区块ID,访问频率_次每秒,K值
1662,33.0,20
1663,26.0,20
1664,6.0,20
1665,3.0,20
1666,4.0,20
1667,184.0,19
1668,28.0,20
1669,18.0,20
1670,30.0,20
1671,14.0,20
1672,7.0,20
1673,18.0,20
1674,1.0,20
1675,53.0,20
1676,2.0,20
1677,14.0,20
1678,12.0,20
1679,26.0,20
1680,18.0,20
1681,13.0,20
1682,23.0,20
1683,18.0,20
1684,12.0,20
1685,44.0,20
1686,10.0,20
1687,44.0,20
1688,3.0,20
1689,67.0,20
1690,4.0,20
1691,52.0,20
1692,47.0,20
1693,17.0,20
1694,10.0,20
1695,10.0,20
1696,31.0,20
1697,18.0,20
1698,6.0,20
1699,16.0,20
1700,9.0,20
1701,10.0,20
1702,5.0,20
1703,1.0,20
1704,7.0,20
1705,14.0,20
1706,22.0,20
1707,26.0,20
1708,20.0,20
1709,14.0,20
1710,43.0,20
1711,55.0,20
1712,109.0,20
1713,15.0,20
1714,6.0,20
1715,9.0,20
1716,6.0,20
1717,6.0,20
1718,11.0,20
1719,6.0,20
1720,16.0,20
1721,4.0,20
1722,4.0,20
1723,7.0,20
1724,105.0,20
1725,3.0,20
1726,58.0,20
1727,13.0,20
1728,1.0,20
1729,79.0,20
1730,23.0,20
1731,15.0,20
1732,8.0,20
1733,9.0,20
1734,4.0,20
1735,2.0,20
1736,28.0,20
1737,133.0,20
1738,32.0,20
1739,110.0,20
1740,46.0,20
1741,7.0,20
1742,27.0,20
1743,10.0,20
1744,9.0,20
1745,8.0,20
1746,5.0,20
1747,39.0,20
1748,8.0,20
1749,22.0,20
1750,34.0,20
1751,18.0,20
1752,3.0,20
1753,4.0,20
1754,14.0,20
1755,9.0,20
1756,2.0,20
1757,60.0,20
1758,30.0,20
1759,8.0,20
1760,36.0,20
1761,9.0,20
1762,7.0,20
1763,1.0,20
1764,3.0,20
1765,4.0,20
1766,2.0,20
1767,80.0,20
1768,8.0,20
1769,14.0,20
1770,3.0,20
1771,16.0,20
1772,4.0,20
1773,2.0,20
1774,5.0,20
1775,70.0,20
1776,10.0,20
1777,20.0,20
1778,15.0,20
1779,10.0,20
1780,6.0,20
1781,3.0,20
1782,98.0,20
1783,6.0,20
1784,13.0,20
1785,24.0,20
1786,13.0,20
1787,18.0,20
1788,18.0,20
1789,4.0,20
1790,21.0,20
1791,16.0,20
1792,3.0,20
1793,13.0,20
1794,20.0,20
1795,1.0,20
1796,97.0,20
1797,14.0,20
1798,2.0,20
1799,5.0,20
1800,25.0,20
1801,9.0,20
1802,2.0,20
1803,4.0,20
1804,2.0,20
1805,6.0,20
1806,12.0,20
1807,21.0,20
1808,21.0,20
1809,2.0,20
1810,47.0,20
1811,1.0,20
1812,73.0,20
1813,2.0,20
1814,21.0,20
1815,2.0,20
1816,34.0,20
1817,13.0,20
1818,25.0,20
1819,31.0,20
1820,8.0,20
1821,6.0,20
1822,2.0,20
1823,2.0,20
1824,3.0,20
1825,21.0,20
1826,11.0,20
1827,1.0,20
1828,42.0,20
1829,13.0,20
1830,10.0,20
1831,9.0,20
1832,233.0,19
1833,14.0,20
1834,7.0,20
1835,6.0,20
1836,20.0,20
1837,2.0,20
1838,28.0,20
1839,36.0,20
1840,25.0,20
1841,17.0,20
1842,7.0,20
1843,8.0,20
1844,14.0,20
1845,43.0,20
1846,31.0,20
1847,3.0,20
1848,10.0,20
1849,10.0,20
1850,3.0,20
1851,7.0,20
1852,15.0,20
1853,7.0,20
1854,14.0,20
1855,3.0,20
1856,9.0,20
1857,21.0,20
1858,4.0,20
1859,10.0,20
1860,5.0,20
1861,5.0,20
1862,11.0,20
1863,44.0,20
1864,18.0,20
1865,2.0,20
1866,32.0,20
1867,9.0,20
1868,43.0,20
1869,25.0,20
1870,5.0,20
1871,39.0,20
1872,16.0,20
1873,22.0,20
1874,76.0,20
1875,57.0,20
1876,26.0,20
1877,6.0,20
1878,2.0,20
1879,23.0,20
1880,24.0,20
1881,5.0,20
1882,9.0,20
1883,2.0,20
1884,32.0,20
1885,27.0,20
1886,9.0,20
1887,19.0,20
1888,54.0,20
1889,13.0,20
1890,4.0,20
1891,12.0,20
1892,4.0,20
1893,11.0,20
1894,3.0,20
1895,7.0,20
1896,12.0,20
1897,18.0,20
1898,9.0,20
1899,11.0,20
1900,2.0,20
1901,22.0,20
1902,5.0,20
1903,6.0,20
1904,5.0,20
1905,14.0,20
1906,5.0,20
1907,15.0,20
1908,21.0,20
1909,11.0,20
1910,2.0,20
1911,10.0,20
1912,2.0,20
1913,2.0,20
1914,3.0,20
1915,10.0,20
1916,7.0,20
1917,7.0,20
1918,20.0,20
1919,51.0,20
1920,26.0,20
1921,15.0,20
1922,2.0,20
1923,32.0,20
1924,3.0,20
1925,6.0,20
1926,21.0,20
1927,2.0,20
1928,252.0,19
1929,25.0,20
1930,1.0,20
1931,26.0,20
1932,4.0,20
1933,30.0,20
1934,12.0,20
1935,33.0,20
1936,32.0,20
1937,6.0,20
1938,9.0,20
1939,43.0,20
1940,24.0,20
1941,6.0,20
1942,9.0,20
1943,5.0,20
1944,9.0,20
1945,1.0,20
1946,8.0,20
1947,2.0,20
1948,25.0,20
1949,12.0,20
1950,4.0,20
1951,35.0,20
1952,29.0,20
1953,66.0,20
1954,4.0,20
1955,2.0,20
1956,34.0,20
1957,5.0,20
1958,4.0,20
1959,3.0,20
1960,35.0,20
1961,13.0,20
1962,103.0,20
1963,3.0,20
1964,7.0,20
1965,5.0,20
1966,16.0,20
1967,2.0,20
1968,20.0,20
1969,2.0,20
1970,14.0,20
1971,54.0,20
1972,28.0,20
1973,7.0,20
1974,4.0,20
1975,15.0,20
1976,134.0,20
1977,8.0,20
1978,23.0,20
1979,1.0,20
1980,23.0,20
1981,12.0,20
1982,6.0,20
1983,86.0,20
1984,26.0,20
1985,17.0,20
1986,71.0,20
1987,45.0,20
1988,2.0,20
1989,17.0,20
1990,2.0,20
1991,28.0,20
1992,37.0,20
1993,28.0,20
1994,18.0,20
1995,4.0,20
1996,18.0,20
1997,13.0,20
1998,1.0,20
1999,6.0,20
2000,2.0,20
2001,2.0,20
2002,21.0,20
2003,22.0,20
2004,64.0,20
2005,161.0,19
2006,40.0,20
2007,26.0,20
2008,11.0,20
2009,10.0,20
2010,16.0,20
2011,1.0,20
2012,2.0,20
2013,3.0,20
2014,2.0,20
2015,35.0,20
2016,8.0,20
2017,87.0,20
2018,34.0,20
2019,79.0,20
2020,20.0,20
2021,10.0,20
2022,3.0,20
2023,23.0,20
2024,5.0,20
2025,10.0,20
2026,2.0,20
2027,46.0,20
2028,5.0,20
2029,5.0,20
2030,18.0,20
2031,9.0,20
2032,111.0,20
2033,5.0,20
2034,5.0,20
2035,2.0,20
2036,108.0,20
2037,20.0,20
2038,10.0,20
2039,13.0,20
2040,22.0,20
2041,16.0,20
2042,6.0,20
2043,3.0,20
2044,2.0,20
2045,3.0,20
2046,4.0,20
2047,13.0,20
2048,11.0,20
2049,1.0,20
2050,132.0,20
2051,8.0,20
2052,59.0,20
2053,41.0,20
2054,6.0,20
2055,3.0,20
2056,3.0,20
2057,45.0,20
2058,5.0,20
2059,18.0,20
2060,20.0,20
2061,22.0,20
2062,6.0,20
2063,17.0,20
2064,22.0,20
2065,15.0,20
2066,22.0,20
2067,15.0,20
2068,12.0,20
2069,13.0,20
2070,49.0,20
2071,2.0,20
2072,10.0,20
2073,11.0,20
2074,2.0,20
2075,9.0,20
2076,41.0,20
2077,35.0,20
2078,16.0,20
2079,6.0,20
2080,2.0,20
2081,5.0,20
2082,14.0,20
2083,19.0,20
2084,17.0,20
2085,4.0,20
2086,16.0,20
2087,118.0,20
2088,10.0,20
2089,1.0,20
2090,11.0,20
2091,9.0,20
2092,32.0,20
2093,30.0,20
2094,5.0,20
2095,16.0,20
2096,7.0,20
2097,3.0,20
2098,8.0,20
2099,7.0,20
2100,24.0,20
2101,5.0,20
2102,7.0,20
2103,24.0,20
2104,6.0,20
2105,15.0,20
2106,1.0,20
2107,3.0,20
2108,1.0,20
2109,2.0,20
2110,14.0,20
2111,27.0,20
2112,6.0,20
2113,9.0,20
2114,6.0,20
2115,8.0,20
2116,9.0,20
2117,20.0,20
2118,6.0,20
2119,29.0,20
2120,2.0,20
2121,10.0,20
2122,7.0,20
2123,94.0,20
2124,12.0,20
2125,6.0,20
2126,9.0,20
2127,2.0,20
2128,48.0,20
2129,7.0,20
2130,3.0,20
2131,58.0,20
2132,4.0,20
2133,3.0,20
2134,5.0,20
2135,39.0,20
2136,6.0,20
2137,3.0,20
2138,49.0,20
2139,6.0,20
2140,37.0,20
2141,52.0,20
2142,23.0,20
2143,2.0,20
2144,4.0,20
2145,3.0,20
2146,24.0,20
2147,40.0,20
2148,12.0,20
2149,3.0,20
2150,4.0,20
2151,15.0,20
2152,3.0,20
2153,4.0,20
2154,1.0,20
2155,6.0,20
2156,5.0,20
2157,18.0,20
2158,9.0,20
2159,4.0,20
2160,8.0,20
2161,5.0,20
2162,43.0,20
2163,5.0,20
2164,18.0,20
2165,5.0,20
2166,7.0,20
2167,3.0,20
2168,1.0,20
2169,7.0,20
2170,4.0,20
2171,3.0,20
2172,3.0,20
2173,2.0,20
2174,64.0,20
2175,5.0,20
2176,57.0,20
2177,7.0,20
2178,19.0,20
2179,31.0,20
2180,1.0,20
2181,208.0,19
2182,2.0,20
2183,230.0,19
2184,27.0,20
2185,5.0,20
2186,15.0,20
2187,23.0,20
2188,5.0,20
2189,49.0,20
2190,6.0,20
2191,2.0,20
2192,38.0,20
2193,4.0,20
2194,2.0,20
2195,88.0,20
2196,2.0,20
2197,23.0,20
2198,2.0,20
2199,3.0,20
2200,67.0,20
2201,18.0,20
2202,4.0,20
2203,64.0,20
2204,17.0,20
2205,18.0,20
2206,36.0,20
2207,46.0,20
2208,3.0,20
2209,11.0,20
2210,6.0,20
2211,10.0,20
2212,10.0,20
2213,52.0,20
2214,27.0,20
2215,6.0,20
2216,18.0,20
2217,37.0,20
2218,88.0,20
2219,29.0,20
2220,12.0,20
2221,13.0,20
2222,10.0,20
2223,51.0,20
2224,3.0,20
2225,94.0,20
2226,1.0,20
2227,16.0,20
2228,7.0,20
2229,22.0,20
2230,5.0,20
2231,12.0,20
2232,4.0,20
2233,7.0,20
2234,7.0,20
2235,24.0,20
2236,3.0,20
2237,11.0,20
2238,6.0,20
2239,7.0,20
2240,3.0,20
2241,12.0,20
2242,8.0,20
2243,15.0,20
2244,4.0,20
2245,2.0,20
2246,16.0,20
2247,18.0,20
2248,10.0,20
2249,165.0,19
2250,3.0,20
2251,40.0,20
2252,5.0,20
2253,11.0,20
2254,16.0,20
2255,44.0,20
2256,19.0,20
2257,18.0,20
2258,46.0,20
2259,3.0,20
2260,7.0,20
2261,18.0,20
2262,8.0,20
2263,28.0,20
2264,12.0,20
2265,2.0,20
2266,20.0,20
2267,2.0,20
2268,22.0,20
2269,19.0,20
2270,7.0,20
2271,55.0,20
2272,2.0,20
2273,9.0,20
2274,12.0,20
2275,3.0,20
2276,24.0,20
2277,17.0,20
2278,14.0,20
2279,8.0,20
2280,9.0,20
2281,48.0,20
2282,2.0,20
2283,10.0,20
2284,16.0,20
2285,2.0,20
2286,26.0,20
2287,4.0,20
2288,5.0,20
2289,48.0,20
2290,1.0,20
2291,33.0,20
2292,10.0,20
2293,2.0,20
2294,30.0,20
2295,6.0,20
2296,24.0,20
2297,2.0,20
2298,7.0,20
2299,71.0,20
2300,12.0,20
2301,35.0,20
2302,16.0,20
2303,45.0,20
2304,7.0,20
2305,10.0,20
2306,7.0,20
2307,33.0,20
2308,1.0,20
2309,4.0,20
2310,16.0,20
2311,7.0,20
2312,8.0,20
2313,14.0,20
2314,3.0,20
2315,12.0,20
2316,4.0,20
2317,52.0,20
2318,45.0,20
2319,19.0,20
2320,3.0,20
2321,80.0,20
2322,2.0,20
2323,4.0,20
2324,8.0,20
2325,4.0,20
2326,4.0,20
2327,15.0,20
2328,4.0,20
2329,5.0,20
2330,21.0,20
2331,10.0,20
2332,33.0,20
2333,38.0,20
2334,83.0,20
2335,77.0,20
2336,17.0,20
2337,8.0,20
2338,10.0,20
2339,21.0,20
2340,9.0,20
2341,5.0,20
2342,26.0,20
2343,8.0,20
2344,1.0,20
2345,16.0,20
2346,3.0,20
2347,33.0,20
2348,8.0,20
2349,33.0,20
2350,15.0,20
2351,56.0,20
2352,25.0,20
2353,9.0,20
2354,9.0,20
2355,4.0,20
2356,14.0,20
2357,5.0,20
2358,3.0,20
2359,98.0,20
2360,5.0,20
2361,5.0,20
2362,10.0,20
2363,21.0,20
2364,2.0,20
2365,4.0,20
2366,5.0,20
2367,10.0,20
2368,11.0,20
2369,15.0,20
2370,1.0,20
2371,48.0,20
2372,11.0,20
2373,3.0,20
2374,34.0,20
2375,21.0,20
2376,312.0,18
2377,10.0,20
2378,36.0,20
2379,4.0,20
2380,35.0,20
2381,6.0,20
2382,18.0,20
2383,1.0,20
2384,4.0,20
2385,21.0,20
2386,7.0,20
2387,7.0,20
2388,64.0,20
2389,7.0,20
2390,8.0,20
2391,37.0,20
2392,47.0,20
2393,12.0,20
2394,6.0,20
2395,10.0,20
2396,5.0,20
2397,3.0,20
2398,32.0,20
2399,4.0,20
2400,4.0,20
2401,34.0,20
2402,26.0,20
2403,8.0,20
2404,4.0,20
2405,1.0,20
2406,15.0,20
2407,1.0,20
2408,4.0,20
2409,51.0,20
2410,50.0,20
2411,5.0,20
2412,4.0,20
2413,19.0,20
2414,3.0,20
2415,14.0,20
2416,1.0,20
2417,26.0,20
2418,4.0,20
2419,61.0,20
2420,73.0,20
2421,1.0,20
2422,4.0,20
2423,7.0,20
2424,8.0,20
2425,27.0,20
2426,5.0,20
2427,2.0,20
2428,8.0,20
2429,16.0,20
2430,29.0,20
2431,73.0,20
2432,26.0,20
2433,5.0,20
2434,3.0,20
2435,4.0,20
2436,19.0,20
2437,6.0,20
2438,44.0,20
2439,16.0,20
2440,57.0,20
2441,3.0,20
2442,31.0,20
2443,26.0,20
2444,7.0,20
2445,3.0,20
2446,19.0,20
2447,63.0,20
2448,1.0,20
2449,120.0,20
2450,8.0,20
2451,8.0,20
2452,8.0,20
2453,48.0,20
2454,12.0,20
2455,7.0,20
2456,8.0,20
2457,81.0,20
2458,18.0,20
2459,11.0,20
2460,32.0,20
2461,10.0,20
2462,26.0,20
2463,15.0,20
2464,12.0,20
2465,2.0,20
2466,10.0,20
2467,12.0,20
2468,10.0,20
2469,3.0,20
2470,14.0,20
2471,10.0,20
2472,9.0,20
2473,1.0,20
2474,6.0,20
2475,11.0,20
2476,7.0,20
2477,17.0,20
2478,7.0,20
2479,10.0,20
2480,9.0,20
2481,57.0,20
2482,11.0,20
2483,115.0,20
2484,34.0,20
2485,11.0,20
2486,21.0,20
2487,2.0,20
2488,17.0,20
2489,7.0,20
2490,30.0,20
2491,1.0,20
2492,35.0,20
2493,6.0,20
2494,8.0,20
2495,107.0,20
2496,8.0,20
2497,40.0,20
2498,2.0,20
2499,6.0,20
2500,11.0,20
2501,17.0,20
2502,18.0,20
2503,10.0,20
2504,35.0,20
2505,6.0,20
2506,6.0,20
2507,5.0,20
2508,6.0,20
2509,24.0,20
2510,7.0,20
2511,24.0,20
2512,18.0,20
2513,9.0,20
2514,3.0,20
2515,2.0,20
2516,78.0,20
2517,5.0,20
2518,2.0,20
2519,5.0,20
2520,59.0,20
2521,77.0,20
2522,39.0,20
2523,61.0,20
2524,10.0,20
2525,11.0,20
2526,3.0,20
2527,39.0,20
2528,31.0,20
2529,14.0,20
2530,26.0,20
2531,4.0,20
2532,59.0,20
2533,6.0,20
2534,20.0,20
2535,14.0,20
2536,341.0,18
2537,3.0,20
2538,10.0,20
2539,2.0,20
2540,11.0,20
2541,15.0,20
2542,2.0,20
2543,21.0,20
2544,11.0,20
2545,5.0,20
2546,8.0,20
2547,10.0,20
2548,55.0,20
2549,1.0,20
2550,7.0,20
2551,14.0,20
2552,8.0,20
2553,71.0,20
2554,33.0,20
2555,4.0,20
2556,1.0,20
2557,37.0,20
2558,7.0,20
2559,16.0,20
2560,42.0,20
2561,3.0,20
2562,3.0,20
2563,3.0,20
2564,23.0,20
2565,29.0,20
2566,8.0,20
2567,22.0,20
2568,47.0,20
2569,18.0,20
2570,8.0,20
2571,3.0,20
2572,107.0,20
2573,10.0,20
2574,61.0,20
2575,3.0,20
2576,30.0,20
2577,9.0,20
2578,28.0,20
2579,2.0,20
2580,7.0,20
2581,1.0,20
2582,1.0,20
2583,6.0,20
2584,37.0,20
2585,24.0,20
2586,2.0,20
2587,3.0,20
2588,10.0,20
2589,3.0,20
2590,6.0,20
2591,13.0,20
2592,8.0,20
2593,7.0,20
2594,4.0,20
2595,12.0,20
2596,25.0,20
2597,3.0,20
2598,20.0,20
2599,4.0,20
2600,3.0,20
2601,8.0,20
2602,6.0,20
2603,6.0,20
2604,13.0,20
2605,2.0,20
2606,8.0,20
2607,10.0,20
2608,20.0,20
2609,27.0,20
2610,19.0,20
2611,6.0,20
2612,12.0,20
2613,1.0,20
2614,56.0,20
2615,4.0,20
2616,24.0,20
2617,29.0,20
2618,41.0,20
2619,13.0,20
2620,9.0,20
2621,2.0,20
2622,3.0,20
2623,85.0,20
2624,8.0,20
2625,6.0,20
2626,8.0,20
2627,16.0,20
2628,17.0,20
2629,9.0,20
2630,8.0,20
2631,15.0,20
2632,2.0,20
2633,7.0,20
2634,13.0,20
2635,3.0,20
2636,12.0,20
2637,115.0,20
2638,5.0,20
2639,13.0,20
2640,2.0,20
2641,2.0,20
2642,10.0,20
2643,4.0,20
2644,13.0,20
2645,13.0,20
2646,3.0,20
2647,18.0,20
2648,14.0,20
2649,24.0,20
2650,1.0,20
2651,20.0,20
2652,11.0,20
2653,9.0,20
2654,3.0,20
2655,22.0,20
2656,2.0,20
2657,7.0,20
2658,4.0,20
2659,29.0,20
2660,20.0,20
2661,27.0,20
2662,6.0,20
2663,2.0,20
2664,29.0,20
2665,6.0,20
2666,4.0,20
2667,16.0,20
2668,3.0,20
2669,11.0,20
2670,6.0,20
2671,89.0,20
2672,5.0,20
2673,1.0,20
2674,17.0,20
2675,9.0,20
2676,78.0,20
2677,42.0,20
2678,26.0,20
2679,2.0,20
2680,29.0,20
2681,12.0,20
2682,11.0,20
2683,10.0,20
2684,4.0,20
2685,27.0,20
2686,6.0,20
2687,2.0,20
2688,23.0,20
2689,2.0,20
2690,12.0,20
2691,11.0,20
2692,10.0,20
2693,12.0,20
2694,3.0,20
2695,67.0,20
2696,19.0,20
2697,13.0,20
2698,2.0,20
2699,4.0,20
2700,5.0,20
2701,8.0,20
2702,5.0,20
2703,24.0,20
2704,85.0,20
2705,66.0,20
2706,2.0,20
2707,13.0,20
2708,31.0,20
2709,8.0,20
2710,28.0,20
2711,12.0,20
2712,8.0,20
2713,10.0,20
2714,3.0,20
2715,23.0,20
2716,13.0,20
2717,26.0,20
2718,3.0,20
2719,10.0,20
2720,32.0,20
2721,7.0,20
2722,13.0,20
2723,62.0,20
2724,3.0,20
2725,27.0,20
2726,62.0,20
2727,21.0,20
2728,4.0,20
2729,2.0,20
2730,16.0,20
2731,1.0,20
2732,14.0,20
2733,2.0,20
2734,8.0,20
2735,4.0,20
2736,7.0,20
2737,11.0,20
2738,6.0,20
2739,10.0,20
2740,2.0,20
2741,32.0,20
2742,2.0,20
2743,45.0,20
2744,3.0,20
2745,4.0,20
2746,18.0,20
2747,10.0,20
2748,3.0,20
2749,14.0,20
2750,3.0,20
2751,8.0,20
2752,4.0,20
2753,7.0,20
2754,65.0,20
2755,23.0,20
2756,21.0,20
2757,24.0,20
2758,3.0,20
2759,183.0,19
2760,20.0,20
2761,7.0,20
2762,1.0,20
2763,5.0,20
2764,18.0,20
2765,31.0,20
2766,3.0,20
2767,6.0,20
2768,12.0,20
2769,17.0,20
2770,14.0,20
2771,45.0,20
2772,2.0,20
2773,3.0,20
2774,9.0,20
2775,27.0,20
2776,22.0,20
2777,5.0,20
2778,16.0,20
2779,2.0,20
2780,140.0,20
2781,1.0,20
2782,5.0,20
2783,7.0,20
2784,2.0,20
2785,4.0,20
2786,2.0,20
2787,10.0,20
2788,13.0,20
2789,8.0,20
2790,16.0,20
2791,6.0,20
2792,3.0,20
2793,14.0,20
2794,8.0,20
2795,3.0,20
2796,7.0,20
2797,29.0,20
2798,4.0,20
2799,3.0,20
2800,31.0,20
2801,25.0,20
2802,41.0,20
2803,1.0,20
2804,10.0,20
2805,3.0,20
2806,13.0,20
2807,18.0,20
2808,3.0,20
2809,16.0,20
2810,8.0,20
2811,3.0,20
2812,2.0,20
2813,15.0,20
2814,34.0,20
2815,7.0,20
2816,14.0,20
2817,11.0,20
2818,4.0,20
2819,39.0,20
2820,5.0,20
2821,21.0,20
2822,33.0,20
2823,3.0,20
2824,2.0,20
2825,3.0,20
2826,5.0,20
2827,44.0,20
2828,2.0,20
2829,26.0,20
2830,46.0,20
2831,106.0,20
2832,5.0,20
2833,3.0,20
2834,9.0,20
2835,7.0,20
2836,15.0,20
2837,132.0,20
2838,3.0,20
2839,7.0,20
2840,13.0,20
2841,5.0,20
2842,12.0,20
2843,15.0,20
2844,4.0,20
2845,24.0,20
2846,21.0,20
2847,19.0,20
2848,15.0,20
2849,16.0,20
2850,36.0,20
2851,23.0,20
2852,35.0,20
2853,9.0,20
2854,22.0,20
2855,5.0,20
2856,3.0,20
2857,9.0,20
2858,7.0,20
2859,24.0,20
2860,5.0,20
2861,3.0,20
2862,28.0,20
2863,7.0,20
2864,23.0,20
2865,11.0,20
2866,148.0,19
2867,2.0,20
2868,23.0,20
2869,8.0,20
2870,9.0,20
2871,24.0,20
2872,15.0,20
2873,8.0,20
2874,13.0,20
2875,12.0,20
2876,9.0,20
2877,3.0,20
2878,23.0,20
2879,10.0,20
2880,25.0,20
2881,8.0,20
2882,17.0,20
2883,9.0,20
2884,76.0,20
2885,4.0,20
2886,5.0,20
2887,20.0,20
2888,18.0,20
2889,7.0,20
2890,5.0,20
2891,2.0,20
2892,18.0,20
2893,57.0,20
2894,23.0,20
2895,2.0,20
2896,15.0,20
2897,13.0,20
2898,5.0,20
2899,23.0,20
2900,29.0,20
2901,14.0,20
2902,19.0,20
2903,74.0,20
2904,6.0,20
2905,58.0,20
2906,57.0,20
2907,6.0,20
2908,14.0,20
2909,12.0,20
2910,5.0,20
2911,8.0,20
2912,10.0,20
2913,21.0,20
2914,3.0,20
2915,1.0,20
2916,20.0,20
2917,12.0,20
2918,19.0,20
2919,8.0,20
2920,27.0,20
2921,16.0,20
2922,5.0,20
2923,71.0,20
2924,23.0,20
2925,12.0,20
2926,6.0,20
2927,1.0,20
2928,6.0,20
2929,36.0,20
2930,15.0,20
2931,9.0,20
2932,54.0,20
2933,24.0,20
2934,39.0,20
2935,6.0,20
2936,16.0,20
2937,3.0,20
2938,2.0,20
2939,18.0,20
2940,6.0,20
2941,127.0,20
2942,13.0,20
2943,17.0,20
2944,24.0,20
2945,4.0,20
2946,74.0,20
2947,3.0,20
2948,4.0,20
2949,4.0,20
2950,33.0,20
2951,46.0,20
2952,95.0,20
2953,34.0,20
2954,3.0,20
2955,11.0,20
2956,28.0,20
2957,8.0,20
2958,8.0,20
2959,4.0,20
2960,6.0,20
2961,1.0,20
2962,2.0,20
2963,15.0,20
2964,10.0,20
2965,12.0,20
2966,17.0,20
2967,5.0,20
2968,2.0,20
2969,2.0,20
2970,4.0,20
2971,9.0,20
2972,2.0,20
2973,3.0,20
2974,17.0,20
2975,1.0,20
2976,4.0,20
2977,4.0,20
2978,2.0,20
2979,25.0,20
2980,6.0,20
2981,6.0,20
2982,2.0,20
2983,19.0,20
2984,22.0,20
2985,16.0,20
2986,11.0,20
2987,26.0,20
2988,22.0,20
2989,2.0,20
2990,7.0,20
2991,11.0,20
2992,4.0,20
2993,5.0,20
2994,6.0,20
2995,32.0,20
2996,6.0,20
2997,19.0,20
2998,9.0,20
2999,22.0,20
3000,11.0,20
3001,30.0,20
3002,21.0,20
3003,24.0,20
3004,23.0,20
3005,4.0,20
3006,2.0,20
3007,12.0,20
3008,9.0,20
3009,25.0,20
3010,3.0,20
3011,15.0,20
3012,21.0,20
3013,5.0,20
3014,36.0,20
3015,15.0,20
3016,7.0,20
3017,14.0,20
3018,15.0,20
3019,4.0,20
3020,195.0,19
3021,15.0,20
3022,22.0,20
3023,5.0,20
3024,21.0,20
3025,28.0,20
3026,27.0,20
3027,4.0,20
3028,46.0,20
3029,44.0,20
3030,31.0,20
3031,2.0,20
3032,7.0,20
3033,10.0,20
3034,60.0,20
3035,4.0,20
3036,11.0,20
3037,21.0,20
3038,18.0,20
3039,8.0,20
3040,3.0,20
3041,5.0,20
3042,3.0,20
3043,4.0,20
3044,9.0,20
3045,2.0,20
3046,3.0,20
3047,64.0,20
3048,22.0,20
3049,50.0,20
3050,26.0,20
3051,9.0,20
3052,3.0,20
3053,6.0,20
3054,19.0,20
3055,5.0,20
3056,11.0,20
3057,6.0,20
3058,2.0,20
3059,34.0,20
3060,9.0,20
3061,9.0,20
3062,28.0,20
3063,9.0,20
3064,15.0,20
3065,17.0,20
3066,4.0,20
3067,21.0,20
3068,9.0,20
3069,2.0,20
3070,14.0,20
3071,23.0,20
3072,37.0,20
3073,5.0,20
3074,14.0,20
3075,1.0,20
3076,5.0,20
3077,6.0,20
3078,57.0,20
3079,2.0,20
3080,4.0,20
3081,5.0,20
3082,1.0,20
3083,32.0,20
3084,19.0,20
3085,9.0,20
3086,31.0,20
3087,12.0,20
3088,29.0,20
3089,24.0,20
3090,5.0,20
3091,10.0,20
3092,25.0,20
3093,7.0,20
3094,14.0,20
3095,70.0,20
3096,14.0,20
3097,2.0,20
3098,10.0,20
3099,11.0,20
3100,4.0,20
3101,12.0,20
3102,2.0,20
3103,17.0,20
3104,4.0,20
3105,90.0,20
3106,23.0,20
3107,25.0,20
3108,1.0,20
3109,13.0,20
3110,1.0,20
3111,6.0,20
3112,2.0,20
3113,18.0,20
3114,33.0,20
3115,18.0,20
3116,3.0,20
3117,40.0,20
3118,17.0,20
3119,1.0,20
3120,3.0,20
3121,13.0,20
3122,43.0,20
3123,4.0,20
3124,3.0,20
3125,68.0,20
3126,10.0,20
3127,5.0,20
3128,10.0,20
3129,7.0,20
3130,13.0,20
3131,3.0,20
3132,1.0,20
3133,10.0,20
3134,11.0,20
3135,6.0,20
3136,1.0,20
3137,29.0,20
3138,1.0,20
3139,7.0,20
3140,6.0,20
3141,15.0,20
3142,14.0,20
3143,22.0,20
3144,38.0,20
3145,8.0,20
3146,16.0,20
3147,5.0,20
3148,3.0,20
3149,2.0,20
3150,2.0,20
3151,10.0,20
3152,51.0,20
3153,25.0,20
3154,10.0,20
3155,34.0,20
3156,3.0,20
3157,14.0,20
3158,15.0,20
3159,4.0,20
3160,13.0,20
3161,1.0,20
3162,2.0,20
3163,3.0,20
3164,9.0,20
3165,25.0,20
3166,5.0,20
3167,18.0,20
3168,3.0,20
3169,48.0,20
3170,5.0,20
3171,20.0,20
3172,11.0,20
3173,3.0,20
3174,20.0,20
3175,7.0,20
3176,11.0,20
3177,1.0,20
3178,22.0,20
3179,7.0,20
3180,1.0,20
3181,5.0,20
3182,1.0,20
3183,3.0,20
3184,7.0,20
3185,7.0,20
3186,44.0,20
3187,2.0,20
3188,20.0,20
3189,4.0,20
3190,9.0,20
3191,12.0,20
3192,47.0,20
3193,6.0,20
3194,11.0,20
3195,16.0,20
3196,23.0,20
3197,13.0,20
3198,1.0,20
3199,2.0,20
3200,30.0,20
3201,22.0,20
3202,2.0,20
3203,15.0,20
3204,15.0,20
3205,15.0,20
3206,1.0,20
3207,37.0,20
3208,4.0,20
3209,23.0,20
3210,17.0,20
3211,9.0,20
3212,22.0,20
3213,11.0,20
3214,3.0,20
